factor,level,rep,shannon,renyi2,simpson,hhi,participation,apg_entropy_norm,apg_cmax,apg_c2,apg_neff,apg_pr,apg_d_2_25,apg_d_2_5,apg_d_3_0,apg_d_4_0,apg_d_5_0,apg_d_6_0,apg_integrated_2_6
multimodality,0.75,91,4.503796891017549,4.283519639944344,0.9862059734599237,0.013794026540076337,72.49514832341286,0.8088893732816091,0.08467915372049507,0.03022941120453796,50.64070600194552,33.08036644292571,0.3823650909452364,0.6123760444089235,0.8410226326987329,0.9697705887954621,0.9935661608627394,0.9985236049591155,3.4185978160514643
multimodality,0.75,92,4.491875544003349,4.272428640152695,0.9860521323656692,0.013947867634330762,71.69554703391115,0.8072599550346267,0.08663875609313512,0.030953207226605155,50.24191973312391,32.306829876435934,0.3817696998028719,0.6115929999328973,0.8401654007940451,0.9690467927733949,0.9931413878603508,0.9983291539163459,3.416266608113007
multimodality,0.75,93,4.498681526340194,4.255936130405707,0.9858201896211738,0.01417981037882619,70.52280483899601,0.793314338929225,0.0978070940486618,0.03556532653025678,46.95478800003439,28.11727312975074,0.37556205894559036,0.6026135585741658,0.8309968609352153,0.9644346734697432,0.9914043021360787,0.9977378748789313,3.397826157948409
multimodality,0.75,94,4.521568831515074,4.307178971364705,0.9865285004739223,0.013471499526077776,74.2307861173251,0.8131465833942133,0.10794139149243727,0.031862469287564095,51.69762444563665,31.38488705865303,0.3835678678376777,0.6132500798687869,0.8403849605712114,0.9681375307124359,0.9925099442506483,0.9980254721710794,3.4158096783872467
multimodality,0.75,95,4.445036485658497,4.168024697014668,0.9845171868146962,0.015482813185303713,64.58774565265281,0.7611450145983168,0.1291475491933125,0.04631825011962933,40.169124210809926,21.589762079034315,0.361929745095829,0.5833986506614396,0.8114864475036133,0.9536817498803707,0.9866747074318973,0.99581205887424,3.356134252649095
multimodality,0.75,96,4.516979621253748,4.3073067390804205,0.9865302215866902,0.013469778413309725,74.24027102122245,0.8187086119619776,0.06804023271429413,0.027652797493164183,53.111791331556,36.162706512684714,0.3864932944408652,0.6180927847121835,0.8465071984931314,0.9723472025068358,0.9945096004744742,0.9988412871586888,3.429565963307788
multimodality,0.75,97,4.49174362687992,4.27324513353205,0.9860635160592611,0.013936483940738865,71.75410987822741,0.806675739731084,0.07463505013675371,0.03103098190909745,50.099704123006326,32.22585746494947,0.38140831289524524,0.6109764995253429,0.8395091167507203,0.9689690180909025,0.9932925068431435,0.9984514866247337,3.4155873713552682
multimodality,0.75,98,4.5324638308712535,4.323967534935913,0.9867527796695064,0.01324722033049359,75.4875343696095,0.8219890121785325,0.059911724208442006,0.026890876982246063,53.96391398809333,37.18733311153153,0.38774487669397106,0.6197345916837596,0.848046717973378,0.973109123017754,0.9947910060609082,0.9989313857840683,3.4327375515056326
multimodality,0.75,99,4.45101886813677,4.163186443045548,0.9844420955234628,0.015557904476537168,64.27600847582224,0.7523946317765556,0.18587131329314188,0.05466527438824347,38.499356381505336,18.293148826031757,0.35746873232905774,0.5760360520673014,0.8017180496581658,0.9453347256117566,0.9813765409294504,0.9928537913478583,3.3298074020662627
multimodality,0.75,100,4.529649111072998,4.330700408148812,0.9868416719384249,0.013158328061575159,75.99749719876006,0.8238930343362575,0.08294452045050313,0.028470630119994008,54.46476271272484,35.12391526936147,0.3880647585074223,0.619489798096742,0.8465635894033416,0.971529369880006,0.9940298327239646,0.9986453427597667,3.4291294299494943
