fold,cell_type,feature,coefficient,abs_coefficient
2,B cell,apg_c2,1.255659203333594,1.255659203333594
2,B cell,apg_neff,2.4022952141921055,2.4022952141921055
2,B cell,apg_pr,1.111364067156064,1.111364067156064
2,B cell,apg_d_2_25,-1.0866794125076653,1.0866794125076653
2,B cell,apg_d_2_5,-1.1812841066167876,1.1812841066167876
2,B cell,apg_d_3_0,-1.3117501341609217,1.3117501341609217
2,B cell,apg_d_4_0,-1.2556592033365184,1.2556592033365184
2,B cell,apg_d_5_0,-0.6518568215538123,0.6518568215538123
2,B cell,apg_d_6_0,0.5578464382281153,0.5578464382281153
2,B cell,apg_integrated_2_6,-1.2006896631597972,1.2006896631597972
2,B cell,program_apg_entropy_norm,-0.5242908341396999,0.5242908341396999
2,B cell,program_apg_cmax,0.7581502150835392,0.7581502150835392
2,B cell,program_apg_c2,-0.19095964932272136,0.19095964932272136
2,B cell,program_apg_neff,-2.1802789087798367,2.1802789087798367
2,B cell,program_apg_pr,-0.5672580648084162,0.5672580648084162
2,B cell,program_apg_d_2_25,-0.5771129257548464,0.5771129257548464
2,B cell,program_apg_d_2_5,-0.6247083575433927,0.6247083575433927
2,B cell,program_apg_d_3_0,-0.5833579846163136,0.5833579846163136
2,B cell,program_apg_d_4_0,0.19095928850963498,0.19095928850963498
2,B cell,program_apg_d_5_0,1.4537276567455435,1.4537276567455435
2,B cell,program_apg_d_6_0,2.7293989882643297,2.7293989882643297
2,B cell,program_apg_integrated_2_6,0.9484284673753776,0.9484284673753776
2,CD14 monocyte,shannon,1.6667589370884217,1.6667589370884217
2,CD14 monocyte,renyi2,1.4027674905210066,1.4027674905210066
2,CD14 monocyte,simpson,-1.8443499666643675,1.8443499666643675
2,CD14 monocyte,hhi,1.8443499666691134,1.8443499666691134
2,CD14 monocyte,participation,-0.08179384399234794,0.08179384399234794
2,CD14 monocyte,gini,0.8466555950931389,0.8466555950931389
2,CD14 monocyte,detected,-0.4200378262972229,0.4200378262972229
2,CD14 monocyte,program_shannon,0.6805407873571877,0.6805407873571877
2,CD14 monocyte,program_renyi2,1.2328927540407493,1.2328927540407493
2,CD14 monocyte,program_simpson,0.21682334469356485,0.21682334469356485
2,CD14 monocyte,program_hhi,-0.21681659727745622,0.21681659727745622
2,CD14 monocyte,program_participation,-0.4140865079128865,0.4140865079128865
2,CD14 monocyte,program_gini,1.3116880384953518,1.3116880384953518
2,CD14 monocyte,program_detected,0.0,0.0
2,CD14 monocyte,apg_entropy_norm,0.7781927449391725,0.7781927449391725
2,CD14 monocyte,apg_cmax,-1.1262956969977203,1.1262956969977203
2,CD14 monocyte,apg_c2,1.2706078732137207,1.2706078732137207
2,CD14 monocyte,apg_neff,0.022536895290297888,0.022536895290297888
2,CD14 monocyte,apg_pr,-0.7998639465624929,0.7998639465624929
2,CD14 monocyte,apg_d_2_25,0.440197214982799,0.440197214982799
2,CD14 monocyte,apg_d_2_5,0.07535427637933396,0.07535427637933396
2,CD14 monocyte,apg_d_3_0,-0.6244074172670232,0.6244074172670232
2,CD14 monocyte,apg_d_4_0,-1.2706078732102453,1.2706078732102453
2,CD14 monocyte,apg_d_5_0,-0.2489194205716237,0.2489194205716237
2,CD14 monocyte,apg_d_6_0,2.3877728726300287,2.3877728726300287
2,CD14 monocyte,apg_integrated_2_6,-0.11070972606793034,0.11070972606793034
2,CD14 monocyte,program_apg_entropy_norm,0.23914354293151735,0.23914354293151735
2,CD14 monocyte,program_apg_cmax,0.2994977885432797,0.2994977885432797
2,CD14 monocyte,program_apg_c2,-0.1281238175678739,0.1281238175678739
2,CD14 monocyte,program_apg_neff,0.811167244984017,0.811167244984017
2,CD14 monocyte,program_apg_pr,0.4191960714118967,0.4191960714118967
2,CD14 monocyte,program_apg_d_2_25,0.03294149651679869,0.03294149651679869
2,CD14 monocyte,program_apg_d_2_5,-0.0709493968410916,0.0709493968410916
2,CD14 monocyte,program_apg_d_3_0,-0.06625383852927562,0.06625383852927562
